id,state,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,,,,,,,,,,,,,,,,,,,
FOB0756,0,0.1481129322,0.1064979975,0.0175727208,0.0572988081,0.0009368552,0.1032717784,0,8.33055513466547E-05,0.0128610612,9.22294033331936E-05,0.1163146756,0.000279325,5.32720651756838E-06,0.0016287198,0.0034251071,1.66120744558562E-06,0,0.0020766584,1.36856788764607E-05,0.0333097949,0.1340933621,0.0225121537,0.1064979975,0.0002945168,0.0137141604,0.000000027,2.38122307589142E-05,0.018255051,4.98347417928291E-06,0.0004916718,0.0202936556,7.16392847711251E-07,0.006465435,0.0152444261,0.0194759633,0.026299338,0,0.0691304204,0.0394776981,0.0003476687,0.0387217098,,,,,,,,,,,,,,,,,,,
GCG0951,0,0.0001998847,0,0.1281169784,0.1281169784,0.1281169784,0,0.2125908265,0.2125908265,0.0393365339,0.2065168029,0.0024119475,0.0212765957,0.1349206349,0.1349206349,0.2125908265,0.1111111111,0.7291666667,0.0114111945,0.2125908265,0.0578867411,0.7291666667,0.1111111111,0.0886045689,0.3039053905,0.005787037,0.7291666667,0.0114111945,0.0242960945,0.001402546,0.2125908265,0.0280528053,0.1396276596,0.7291666667,0.0088970124,0.7083333333,0.2125908265,0.0578867411,0.0373529065,0.0357535754,0.0025566363,0.0021728641,,,,,,,,,,,,,,,,,,,
HWY0038,0,2.93505959069432E-05,7.85689610466656E-06,0.000000043,0.0001440049,0.0004620124,0.0018706787,6.36646372099325E-07,6.17921793480552E-05,0.0224047834,0.000611723,0.0038565611,0.0010389981,0.000578687,0,0.0037413573,0.0003201113,1.5144455679255E-06,0,0,0.0043862299,9.64638398281899E-06,6.70175894308917E-06,0.0154262443,0.0057054472,0,0.0246263593,0.0002172753,0.000009077,3.18286462580662E-07,0.0004771442,2.41416093887661E-05,1.0961143999956E-05,2.39026109528004E-06,0.0030291578,4.49514447802375E-05,0.0037406435,0.0106213485,1.46072793326936E-09,0.0073158476,0.0017722289,0.0037413573,,,,,,,,,,,,,,,,,,,
AAV0450,0,0.0322580645,0.6653225806,0.6653225806,0.0967741935,0.6653225806,0.6653225806,0.2961672474,0.2961672474,0.6653225806,0.2961672474,0.2961672474,0.0258064516,0.2961672474,0.0547265566,0.0764302574,0.6653225806,0.2961672474,0.6653225806,0.2961672474,0,0.6653225806,0.0967741935,0.0764302574,0.6653225806,0.0258064516,0.6653225806,0.2961672474,0.6653225806,0.6653225806,0.6653225806,0.6653225806,0.1391524352,1,0.6653225806,0.0764302574,0.2961672474,0.0967741935,0.0967741935,0.2961672474,0.2961672474,0.2961672474,,,,,,,,,,,,,,,,,,,
CJV0286,0,0.092697596,0.0110304216,0.0911733288,0.0001457305,0.008832593,0.0022738244,0.1669858993,0.0021510922,0.0120543176,0.063076625,0.0580820519,0.0066261223,0.2752165774,0.0977469456,0.0544629817,0.2752165774,0.0173046064,0.0900070853,0.0501504595,0.0003148007,0.2207020547,0.3975737524,0.0915118549,0.0217807695,0.0032462656,0.0110304216,0.0027338329,0.141203776,0.0508002711,0.0002314043,0.0024346992,0.0018331116,0.0013475232,0.0391827596,0.1155943706,0.006757359,0.0317124622,0.063076625,0.0497507434,0.0123862961,0.0006975948,,,,,,,,,,,,,,,,,,,
TDG0962,0,0.0001870826,0.96,0.0081186531,0.2994350282,0.96,0.2994350282,0.96,0.0593108911,0.00021067,0.96,0.0147410109,1,0.0013598513,0.0002986965,0.67584,0.0306621469,0.0530326117,0.2994350282,0.2994350282,0.0673400673,0.3479572277,0.1085318566,0.0323691502,0.0158167439,0.2994350282,0.0147410109,0.2994350282,0.000896,0.1700245545,0.14,0.1085318566,0.2994350282,0.3479572277,0.0530326117,0.005449505,0.1085318566,0.011926526,0.2108022599,0.2994350282,0.096,0.67584,,,,,,,,,,,,,,,,,,,
SVL0803,0,0.0621477761,0.0121751429,0.020963216,0.020963216,0.0041068268,0.0360945599,0.020963216,0.0132875053,0.0635210894,0.0011867468,0.0360945599,0.020963216,0.0104091752,0.0014090016,0.020963216,0.0214264516,0.0360945599,0.0070711529,0.0132875053,0.0006020086,0.0223838582,0.0007672888,0.0132875053,0.0078877285,0.0078877285,0.0011867468,0.0023735752,0.0223838582,0.0010365411,0.0124441837,0.0218999237,0.1070063212,0.0019056687,0.020963216,0.0223838582,0.0360945599,0.0006892459,0.0036754493,0.0360945599,0.0070711529,0.0067357504,,,,,,,,,,,,,,,,,,,
MDM0625,0,1.83415911095145E-08,5.71234271335864E-12,3.36049005477742E-30,1.18012267874011E-12,8.62624484589659E-14,5.02943550440222E-11,2.24022527866004E-21,1.2962315745177E-15,7.30819017921888E-25,1.37948567653529E-20,2.87606309200582E-19,1.32347719371427E-11,1.23984207848159E-26,5.16464593802039E-18,1.11485720979478E-22,1.19811354003694E-13,1.04391705383168E-14,1.28356453145339E-13,1.46442207857491E-17,6.25209585041426E-16,6.66480568189648E-17,1.84689178560958E-14,2.60555633768612E-15,1.66271514719518E-15,2.15918472168662E-14,6.44796652697341E-18,2.70524811255859E-12,0,1.98149272518046E-15,7.03637610833598E-13,2.87980946865926E-09,5.1658683559821E-14,6.92854823212005E-12,4.80828684691696E-14,1.35335519403396E-14,5.83876459388322E-11,2.30344358213536E-20,2.38443036046172E-19,1.14017051197439E-10,1.10192985853824E-30,4.87712463425439E-20,,,,,,,,,,,,,,,,,,,
GMF0738,0,0.0132683277,0.0001207409,0.000072884,0.0025903806,0.0029872728,0.0001227703,0.0062957219,0.0001635607,0.0040977772,0.0162219344,0.0121763396,2.91247633258366E-05,0.0016417537,0.0002614808,0.0064823595,0.0083874786,0.0064823595,0.0279631984,0.000030823,0.0007207661,0.01025458,0.0014594587,0.003351675,0.0003112919,0.0091396773,0.0020577355,4.35715569765609E-05,0.0132683277,0.0003144023,0.0016374906,0.0091396773,0.0405949651,0.0001395678,0.0017843426,0.000960241,0.0062957219,0.0020577355,0.0016374906,0.0006543488,0.0029872728,0.01025458,,,,,,,,,,,,,,,,,,,
BER0314,0,0.008519527,0.0090556119,0.0026689754,0.0003185208,0.0007629923,0.0003185208,0.0017582061,0.0060571536,0.008519527,0.0190420594,0.0007629923,0.0012287693,0.0003677246,0.008519527,0.0021966931,0.0056985749,0.0039901919,0.0028369187,0.0009861832,0.0039297797,0.0425610517,0.0019267406,0.0027100054,0.0041770582,0.0041770582,0.013131546,0.0006881743,0.0005582098,0.0019230754,0.0001469233,0.0012311112,0.0004673851,0.0007629923,0.000193753,0.0038116854,0.0012311112,0.0001833878,0.00170537,0.0028369187,0.0006800793,0.0038116854,,,,,,,,,,,,,,,,,,,
AMR0400,0,0.0130055558,0.0130055558,0.0528455122,2.16863703644247E-05,0.0224314399,8.02540078562508E-06,0.0003178497,0.04128973,0.0440654998,0.1493029824,0.0012951582,0.0440654998,0.0224314399,0.0239394302,0.0528455122,0.0239394302,0.0049280349,0.0269008847,0.0239394302,0.0103353627,0.0019825464,0.0130055558,0.0537490737,0.0046820001,0.0972731552,0.0383453757,0.0013344464,0.0130055558,0.0070655183,0.0014324676,0.0007906617,0.0249825933,0.0002307912,0.0114186721,0.0012897219,0.0022277995,0.017526334,0.0014512887,0.000657516,0.0811117164,0.0004796217,,,,,,,,,,,,,,,,,,,
YCE0983,0,0.0050258538,0.0767490405,0.0014683634,0.0043465669,0.0037176065,0.012796701,0.0003965323,0.0014591072,0.0214982172,0.0376704746,0.0122688484,0.0214982172,0.0098729244,0.0148789142,0.0001784602,0.0337926381,0.0376704746,0.0660084809,4.68977754550149E-05,0.0009548335,0.0014366021,0.0767490405,0.0660084809,0.007574174,0.0214982172,0.0509269334,0.0224231524,0.0376704746,0.0376704746,0.0224231524,0.0214982172,0.0337926381,0.0290635647,0.0767490405,0.0021334109,0.0004752148,0.007616317,0.0012549141,0.00366388,0.00179833,0.0214982172,,,,,,,,,,,,,,,,,,,
BJW0619,0,0.0015725093,0.0061014153,0.0005894366,0.008626258,0.0014518132,0.0149911868,0.008626258,0.000348729,0.0015725093,0.0229567483,0.0418004213,0.0014211843,0.0002859538,0.0053763975,0.001647593,0.0009740153,0.0178250987,0.0030821206,0.0011469882,0.0004742995,0.0032414141,0.0036785251,0.0126078225,0.0149911868,0.0051313857,0.0051313857,0.0013822475,0.0021167041,0.013209817,0.0003849131,0.0005206742,0.0093434,0.0006259827,0.0005894366,0.0272964583,0.0082331443,0.0032414141,0.0111096627,0.0008061962,0.0032414141,0.0021167041,,,,,,,,,,,,,,,,,,,
DPS0262,0,0.0079791959,0.013044983,0.019920154,0.0290502246,0.005935515,0.5,0.0027909034,0.0006511322,0.1313943541,0.0617821616,0.1313943541,0.0608413688,0.1313943541,0.0010193061,0.0894103593,0.0423649108,0.0079791959,0.0020700466,0.019920154,0.0414009314,0.1313943541,0.013044983,0.0045049493,0.0283892101,0.0070389833,0.0019137623,0.0608413688,0.0193181016,0.0021677951,0.0005256512,0.0070389833,0.0617821616,0.0032844622,0.1313943541,0.0014525112,0.0288281938,0.0032344478,0.0007724787,0.0004219042,0.0004307491,0.019920154,,,,,,,,,,,,,,,,,,,
TYB0779,0,0.0117024776,0.0393628792,0.061348668,0.0393628792,0.0169319675,0.0429855714,0.008603068,0.0574451628,0.4351471085,0.0255267774,0.0058100162,0.004869324,0.0124934336,0.4498480243,0.4498480243,0.0718954248,0.0206758084,0.061348668,0.0028455022,0.0601620458,0.0095229762,0.0242934312,0.1698861999,0.0060063006,0.1698861999,0.1698861999,0.0016492982,0.0020980913,0.5197568389,3.11775197620182E-05,0.0092584491,0.017655261,0.149472555,0.152003442,0.4650455927,0.149472555,0.1698861999,0.1698861999,0.0001337269,0.0613921575,0.1337386018,,,,,,,,,,,,,,,,,,,
MAS0025,1,0.0086749704,0.0027763479,0.0379324559,0.0006738218,0.0019839241,0.0088836952,0.0131554296,0.000477183,0.0089899334,0.0044552642,0.0181400919,0.0020076494,0.0187987058,0.0086749704,0.005999047,0.0265453249,0.0041485519,0.0001283865,0.0010812961,0.0020076494,0.0002336895,0.0181400919,0.0086749704,0.0029378961,0.0001931615,0.0265453249,0,0.000009738,0.0019896497,0.0383860819,0,0,0,0,0.0041485519,0,0.0028688694,0.0009682403,0.000014478,0.0126945282,0.0001513184,,,,,,,,,,,,,,,,,,,
KBL0260,0,0.0410430369,0.000042993,0.0437668968,0.0699948533,0.0150484758,0.0410430369,0.0076636701,0.0273668872,0.0029963745,0.0055175407,0.0273668872,0.0699948533,0.0150484758,0.0107000226,0.0171121685,0.0171121685,0.0273668872,0.0026525392,0.0075796566,0.0150484758,0.0009418065,0.0150484758,0.0410430369,0.016571122,0.0107000226,0.0047394634,0.0423830905,0.0055175407,0.0248522665,0.016571122,0.0107000226,0.0248522665,0.0677817808,0.0677817808,0.0171121685,0.0423830905,0.0437668968,0.1119402985,0.0273668872,0.004791996,0.0150484758,,,,,,,,,,,,,,,,,,,
GHL0460,1,0.0476097179,0.0860927152,0.0190074826,0.3068181818,0.5960264901,0.0476097179,0.0677390791,0.5960264901,0.0476097179,0.0860927152,0.5960264901,0.3068181818,0.1490066225,0.5960264901,0.3068181818,0.5960264901,0.0677390791,0.5960264901,0.5960264901,0.3068181818,0.3068181818,0.131590264,0.5960264901,0.131590264,0.3068181818,0.5960264901,0.0137987013,0,0.5960264901,0.3068181818,0.5960264901,0,0.0476097179,0.3068181818,0,0.5960264901,0.0677390791,0.3068181818,0.3068181818,0.5960264901,0.0860927152,,,,,,,,,,,,,,,,,,,
FMG0527,1,0.496124031,0.1511182393,0.1194888404,0.2077788492,0.1511182393,0.068805455,0.2077788492,0.3922841175,0.496124031,0.0096140446,0.1511182393,0.068805455,0.1511182393,0.6274509804,0.2077788492,0.0315630899,0.6274509804,0.6274509804,0.496124031,0.0500894454,0.0306471967,0,0.1511182393,0.1194888404,0,0.013218756,0,0.0460302683,0,0,0.1511182393,0.068805455,0.1511182393,0.3922841175,0.0387596899,0.2077788492,0.6274509804,0.0206288632,0.1642902529,0.6274509804,,,,,,,,,,,,,,,,,,,,
HCL0651,0,0.0001531651,0.0313400968,0.300708253,8.03905457538828E-06,0.0733112428,1.41591886900385E-06,0.0005479763,0.0558478002,9.41391035579328E-09,0.0047097421,7.91790007200886E-06,0.0272147839,5.24219568562107E-07,3.08033831329652E-05,0.000006661,0.3641085643,0.0002734253,6.39084456908787E-06,0.006842227,0.0072885063,0.002802354,0.0341061458,9.0462352082383E-05,3.18741898339471E-06,0.006615672,2.98143600426113E-05,0.000001645,0.2343151475,0.0002087815,1.89358870190292E-05,1.87854470048395E-05,0.000000128,0.000785442,7.48835488464523E-07,1.13082245885463E-07,0.0099965012,0.0039006868,0.0012129301,0.0005666071,4.68174868770989E-05,0.0233099558,,,,,,,,,,,,,,,,,,,
SCP0130,0,0.0004186208,0.0035563853,0.0022562586,0.0281553929,9.02227415629357E-07,0.0002524463,1.18067777272352E-06,0.000174747,0.0243418992,1.71095040946002E-07,0.0199061109,0.0014289185,2.12466915566321E-11,2.51021540758114E-05,0,9.02606236950891E-05,0.0042962655,0,0.045941202,9.61895666383166E-05,0.0017130211,0.0005345837,0.0002839351,1.75437576006269E-09,0.0014526611,0.0002454228,0.0052219493,1.11182022869999E-10,1.26744539551064E-06,0.0279142981,3.8828876988015E-05,0.0006094184,2.51175034728343E-05,6.82255404360158E-06,3.60943953641558E-08,3.44532696151351E-06,0.0010490277,1.32724939837077E-05,0.0022426048,3.9647726288768E-08,3.79273906554571E-08,,,,,,,,,,,,,,,,,,,
CMW0783,0,0.7754491018,0.7644499631,0.7754491018,0.7644499631,0.2536239641,0.2554420571,0.2554420571,0.7590090381,0.248446238,0.7699298911,0.0212548213,0.248446238,0.0019377163,0.0058823529,0.2554420571,0.0202012092,0.7590090381,0.2554420571,0.7699298911,0.2554420571,0.2554420571,0.7699298911,0.0617647059,0.0069573353,0.7754491018,0.0263875972,0.7754491018,0.0841456188,0.7644499631,0.7754491018,0.248446238,0.7754491018,0.248446238,0.2502272146,0.7754491018,0.0608886219,0.7644499631,0.2502272146,0.2554420571,0.0202012092,0.2502272146,,,,,,,,,,,,,,,,,,,
RKF0164,0,0.0006362026,0.0082425846,0.0222148282,0.0620915594,0.0620915594,0.000020796,0.003349855,0.0132876492,0.0371396463,0.0222148282,0.0197149997,0.032960332,0.0371396463,0.0047539931,0.0155276025,0.0620915594,8.46434496711061E-05,0.0155276025,0.0155276025,0.0155276025,0.0155276025,0.0047539931,0.004375447,0.0029920932,0.0015883058,0.0047539931,0.0551044132,0.0029728968,0,0.0155276025,0.0079479175,0.0047539931,0.0062598075,0.0017782181,0.0002375807,0.0092877304,0.0117923937,0.0002595431,0.0023226375,0.0012329358,0.0080428652,,,,,,,,,,,,,,,,,,,
DOL0332,0,0.1022349072,0.090448874,0.1045452276,0.090448874,0.0218402578,0.2868927016,0.0374460334,0.1122543864,0.7897897898,0.090448874,0.090448874,0.0229045438,0.7810143477,0.2933759479,0.0150920093,0.090448874,0.2381141304,0.0068291642,0.0086665841,0.0469862455,0.1050814637,0.7810143477,0.1024630392,0.2797438967,0.7723364105,0.0036619832,0.2381141304,0.2381141304,0.0051520246,0.2797438967,0.2381141304,0.090448874,0.0474320293,0.0144609845,0.7897897898,0.0384886543,0.2407895701,0.090448874,0.2797438967,0.0069830926,0.109773703,,,,,,,,,,,,,,,,,,,
RSC0089,0,2.34537944890905E-10,3.05116719052965E-05,9.59353382349111E-08,2.14136237530452E-15,1.5531173838913E-06,6.46791790674392E-08,1.86326314790919E-10,8.40473971001662E-09,1.52631356534071E-12,2.97755764560444E-08,6.24869025960255E-08,3.81956021261168E-21,2.60314936957595E-06,1.73045727066649E-11,3.62325795218598E-09,1.49284607662694E-12,1.4656521455839E-12,3.1803462422138E-08,0,4.73566014862105E-09,4.10931359342722E-09,2.74155000843645E-10,5.30043338586231E-12,0,9.44691333159933E-14,1.08297156259153E-08,1.05381286084133E-14,8.63324518878533E-12,7.24188982577565E-08,1.47566210160151E-12,1.49186025348197E-08,1.44155151289428E-20,6.74940589012235E-11,5.34738110035164E-09,8.69123805850658E-18,2.67983037603488E-08,1.03530032778292E-11,6.56809660176042E-13,2.09103150118574E-08,5.73224871191562E-11,7.50790001732412E-17,,,,,,,,,,,,,,,,,,,
CCM0136,0,0.1100917431,0.5342649825,0.123310325,0.2430555556,0.0017303793,0.0080896193,0.0033738192,0.0161115214,0.5342649825,0.0153098078,0.7759562842,0.0060796891,0,0.1100917431,0.0005414355,0.0041761047,0.3936689345,0.7759562842,0.7759562842,0.0301984469,0.0031547705,0.2430555556,0.1100917431,0.2430555556,0.0668960245,0,0.0526315789,0.0364215064,3.34206038712036E-05,1,0.0011879861,0.7759562842,0.0043163493,0.7759562842,0.0710382514,0.0578115218,0.7759562842,0.1827869256,0.011280911,0.0596889449,0.0001559269,,,,,,,,,,,,,,,,,,,
NCH0179,0,0.0017927591,0.0624690597,0.0086307172,0.0036701687,0.0015746198,0.0020128869,0.0058767832,0.0068902805,0.0012626733,0.0005804774,0.0097958217,0.0056222154,0.0021856528,0.0007364867,0.0008877508,0.0332746958,0.0177240603,0.0004310273,0.0293170394,0.0177240603,0.0213965953,0.0002054764,0.0455920931,0.0052178308,0.004036789,0.0058767832,0.0034393749,0.0034393749,0.0021575017,0.0293170394,0.0034393749,0.0020128869,0.0021575017,0.0012581899,0.0021856528,0.0058767832,0.0012626733,0.0058767832,0.0293170394,0.0001910283,0.0624690597,,,,,,,,,,,,,,,,,,,
NBH0256,0,0.0099074267,0.0014145293,0.0008630209,0.0023536001,0.0123461539,0.0550200896,0.0550200896,0.0227256639,0.0047927164,0.0550200896,0.0030988254,0.0060204783,0.0298907217,0.0138097784,0.0043322905,0.0088219912,0.0044536452,0.0098678296,0.0006624098,0.0098678296,0.0138097784,5.43355054045564E-05,0.0298907217,0.0138097784,0.0373978338,0.0047927164,0.0017938516,0.0298907217,0.0550200896,0.1012759171,0.0227256639,0.0035596358,0.0002072716,0.0162387094,0.0088219912,0.00655225,0.0007801123,0.1012759171,0.0162387094,0.0203170924,0.0019338406,,,,,,,,,,,,,,,,,,,
ORG0339,0,0.0772089094,0.4311589387,0.3203076969,0.1269991921,0.4311589387,0.0677804677,0.0552905039,0.0632453408,0.1709507371,0.8078556957,0.4311589387,0.0133833774,0.2497471867,0.0295089768,0.2497471867,0.2497471867,0.1709507371,0.0677804677,0.0772089094,0.1332920378,0.0295089768,0.1269991921,0.8078556957,0.4311589387,0.3203076969,0.0097509702,0.4311589387,0.0772089094,0.2497471867,0.0590986301,0.1709507371,0.2497471867,0.8078556957,0.1332920378,0.0133833774,0.0552905039,0.0412070022,0.0632453408,0.1043858483,0.0023241034,0.009122649,,,,,,,,,,,,,,,,,,,
FRR0832,0,0.2605633803,0.4713114754,0.0034496676,0.0575663282,0.2605633803,0.4713114754,0.1256830601,0.1256830601,0.0722891566,1,0.1256830601,0.1270491803,0.2605633803,0.1445783133,0.0722891566,0.0575663282,0,0.2605633803,0.0786516854,0.1256830601,0.0282433843,0.1256830601,0.4713114754,0.015614285,0.1270491803,0.0843373494,0.0722891566,0.0786516854,0.4713114754,0.4713114754,0.2605633803,0.0843373494,0.0075315691,0.1445783133,0.0843373494,0.0575663282,0.4713114754,0.1256830601,0.2605633803,0.1256830601,0.0843373494,,,,,,,,,,,,,,,,,,,
MSD0939,0,0.0061786272,0.0197682592,0.0632477183,0.007252125,0.0019864912,0.0040668436,0.002572791,0.0141514425,0.0114635267,0.00345425,0.0114635267,0.0452769483,0.0715698512,0.0002925553,0.0101305493,0.113131379,0.0632477183,0.0197682592,0.0052074843,0.0003346551,0.0101305493,0.00345425,0.0082315371,0.0452769483,0.0031663328,0.0452769483,0.0114635267,0.0400121507,0.0007106288,0.0110517285,0.0035532426,0.0400121507,0.0160134889,0.113131379,0.0061786272,0.0181205432,0.0018417759,0.0181205432,0.007274375,0.0353595431,0.0110517285,,,,,,,,,,,,,,,,,,,
OQH0183,0,0.7084486355,0.0467795916,0.0122339186,0.3048470806,0.3128792268,0.7801204819,0.0567840509,0.0350331743,0.6433614817,0.0873537272,0.1209808351,0.1209808351,0.7084486355,0.7801204819,0.1632514421,0.3048470806,0.031307272,0.6433614817,0.0292652985,0.0150748556,0.0089271115,0.0070016346,0.3445323782,0.031307272,0.0058907897,0.4177694384,0.2259131921,0.2487682232,0.0089271115,0.3048470806,0.7801204819,0.4177694384,0.0096969372,0.0258943466,0.6433614817,0.2487682232,0.4177694384,0.0150748556,0.2768399283,0.1209808351,0.0385773865,,,,,,,,,,,,,,,,,,,
