id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,state
MCF0600,9,1,1,1,0,0,8,1,9,1,2,2,0,0,8,1,27,27,8,8,0,0,27,27,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1
SAA0999,0,0,9,3,9,5,7,1,0,0,9,3,9,5,7,1,0,0,27,6,27,16,19,2,0,0,2,1,2,1,0,0,0,0,1,1,1,1,1,1,0
THR0873,0,0,9,3,10,4,9,2,0,0,9,3,10,5,9,2,0,0,27,8,27,19,21,3,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,0
FSC0601,0,0,5,1,8,1,0,0,0,0,4,1,8,1,0,0,0,0,6,1,8,2,0,0,0,0,2,1,1,1,0,0,0,0,1,1,2,1,0,0,1
AKR0057,0,0,4,1,6,1,2,1,0,0,4,1,6,1,2,1,0,0,5,1,7,1,5,1,0,0,2,1,1,1,1,1,0,0,1,1,1,1,2,1,1
GZC0735,0,0,3,1,3,1,0,0,0,0,3,1,3,1,0,0,0,0,6,1,7,1,0,0,0,0,3,1,2,1,0,0,0,0,1,1,2,1,0,0,0
KMB0922,0,0,4,1,3,1,2,1,0,0,4,1,3,1,2,1,0,0,9,1,14,1,11,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,3,1,0
CFM0767,0,0,3,1,3,1,0,0,0,0,3,1,3,1,0,0,0,0,9,2,10,1,0,0,1,1,3,1,2,1,1,1,1,1,1,1,2,1,1,1,0
HAD0246,0,0,2,1,3,1,1,1,0,0,2,1,3,1,1,1,0,0,8,2,7,1,0,0,1,1,3,1,2,1,1,1,1,1,1,1,2,1,1,1,0
LBF0214,0,0,3,1,3,1,2,1,0,0,3,1,3,1,2,1,0,0,10,1,12,2,9,1,1,1,3,1,2,1,1,1,1,1,2,1,2,1,1,1,0
BWP0202,0,0,2,1,2,1,1,1,0,0,2,1,2,1,1,1,0,0,12,2,12,3,9,9,1,1,3,2,2,1,1,1,1,1,2,1,2,1,1,1,0
FFC0891,0,0,3,1,4,1,2,1,0,0,3,1,4,1,2,1,0,0,13,1,15,4,8,1,1,1,3,1,2,1,2,1,1,1,2,1,1,1,2,1,0
AJR0932,9,9,1,1,0,0,1,1,9,9,1,1,0,0,1,1,16,16,8,8,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
BDV0168,4,1,1,1,0,0,8,1,4,1,1,1,0,0,8,1,11,11,4,4,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
ZKS0899,0,0,10,3,9,6,3,1,0,0,10,3,9,6,4,1,0,0,27,5,27,19,12,1,0,0,2,1,1,1,0,0,0,0,1,1,1,1,1,1,0
AJF0370,4,1,10,4,10,4,4,1,4,1,10,4,10,5,4,1,23,9,29,8,35,11,22,8,4,1,4,1,4,1,4,1,4,1,3,1,4,1,4,1,0
OCS0865,0,0,3,1,4,1,0,0,0,0,3,1,4,1,0,0,0,0,10,1,11,2,0,0,0,0,3,1,2,1,0,0,0,0,1,1,2,1,0,0,0
AAM0658,3,1,1,1,0,0,0,0,3,1,1,1,0,0,0,0,11,9,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1
HCS0003,0,0,4,1,5,2,0,0,0,0,4,1,5,2,0,0,0,0,14,2,15,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0
NGF0157,0,0,3,1,3,1,0,0,0,0,3,1,3,1,0,0,0,0,8,3,8,2,0,0,1,1,3,1,1,1,1,1,1,1,1,1,2,1,1,1,0
CPG0322,0,0,2,1,2,1,0,0,0,0,2,1,2,1,0,0,0,0,11,2,9,4,0,0,0,0,3,1,1,1,0,0,0,0,2,1,2,1,0,0,0
OBH0499,0,0,9,3,10,5,3,1,0,0,9,3,10,5,3,1,0,0,6,1,6,1,3,3,1,1,3,1,2,1,1,1,1,1,2,1,2,1,1,1,0
ATP0662,0,0,2,1,3,1,2,1,0,0,2,1,3,1,2,1,0,0,13,1,14,3,8,1,1,1,3,1,2,1,1,1,1,1,2,1,1,1,2,1,0
DPM0423,0,0,5,1,4,2,0,0,0,0,5,1,5,2,1,1,0,0,11,1,11,1,1,1,0,0,2,1,1,1,1,1,0,0,1,1,2,1,2,1,0
IRM0931,0,0,3,1,4,1,1,1,0,0,3,1,4,1,1,1,0,0,14,5,19,2,4,4,1,1,3,2,2,1,1,1,1,1,1,1,2,1,1,1,0
HJB0742,1,1,1,1,0,0,3,3,1,1,1,1,0,0,3,3,0,0,0,0,0,0,3,3,1,1,3,1,1,1,1,1,1,1,1,1,2,1,0,0,1
DBB0384,0,0,9,4,9,4,0,0,0,0,9,4,9,4,0,0,0,0,27,10,27,13,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0
RHL0992,0,0,4,1,3,1,3,1,0,0,4,1,3,1,3,1,0,0,5,1,5,1,4,1,0,0,2,1,2,1,1,1,0,0,1,1,1,1,2,1,1
HBO0413,0,0,4,1,6,1,1,1,0,0,3,1,6,1,2,1,0,0,7,1,8,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1
UAD0771,0,0,4,1,4,1,0,0,0,0,4,1,4,1,0,0,0,0,14,1,15,3,0,0,0,0,3,1,2,1,0,0,0,0,1,1,2,1,0,0,0
LCB0664,0,0,9,4,9,5,0,0,0,0,9,4,9,5,0,0,0,0,6,1,6,1,0,0,0,0,3,1,2,1,0,0,0,0,1,1,2,1,0,0,0
JCG0316,0,0,3,1,3,1,0,0,0,0,3,1,3,1,0,0,0,0,13,1,15,3,0,0,0,0,3,1,2,1,0,0,0,0,1,1,2,1,0,0,0
HCM0267,0,0,10,5,9,4,0,0,0,0,10,5,9,4,0,0,0,0,27,9,27,9,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0
MTB0620,0,0,4,1,4,2,0,0,0,0,4,1,5,2,0,0,0,0,13,1,13,2,0,0,0,0,2,1,1,1,0,0,0,0,0,0,1,1,0,0,0
CAM0681,0,0,3,1,3,1,2,1,0,0,3,1,3,1,2,1,0,0,9,2,10,1,7,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,1,0
LBH0942,0,0,9,4,9,4,0,0,0,0,9,4,9,4,0,0,0,0,27,7,27,11,0,0,0,0,2,1,1,1,0,0,0,0,0,0,1,1,0,0,0
MTT0901,0,0,2,1,5,2,1,1,0,0,2,1,5,2,1,1,0,0,8,1,15,4,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,1,0
NDM0417,0,0,4,1,5,1,1,1,0,0,4,1,5,1,1,1,0,0,10,1,12,1,0,0,0,0,3,1,2,1,0,0,0,0,1,1,2,1,2,1,0
JJM0203,0,0,4,1,5,1,0,0,0,0,4,1,5,1,0,0,0,0,6,1,7,1,0,0,0,0,3,1,2,1,0,0,0,0,1,1,2,1,0,0,1
EAH0466,0,0,1,1,2,1,0,0,0,0,1,1,2,1,0,0,0,0,27,27,27,27,0,0,0,0,2,1,2,1,0,0,0,0,1,1,1,1,1,1,0
CTA0020,0,0,9,3,9,5,4,1,0,0,9,3,9,5,4,1,0,0,5,1,9,2,4,1,0,0,3,1,2,1,0,0,0,0,1,1,2,1,1,1,0
BAJ0654,0,0,2,1,2,1,1,1,0,0,2,1,2,1,1,1,0,0,27,27,27,27,27,27,0,0,2,1,1,1,1,1,0,0,1,1,1,1,2,1,0
JJH0613,0,0,5,1,4,1,0,0,0,0,5,1,4,2,0,0,0,0,14,1,10,2,0,0,0,0,3,1,2,1,0,0,0,0,1,1,2,1,0,0,0
DMK0257,0,0,4,1,5,1,2,1,0,0,4,1,5,1,2,1,0,0,11,1,12,2,9,1,1,1,3,1,2,1,1,1,1,1,1,1,2,1,1,1,0
WIQ0567,0,0,3,1,3,1,0,0,0,0,3,1,4,1,1,1,0,0,13,1,14,6,1,1,0,0,2,1,1,1,0,0,0,0,0,0,1,1,1,1,0
RAW0915,0,0,2,1,3,1,2,1,0,0,2,1,3,1,2,1,0,0,9,1,7,1,9,1,0,0,4,1,2,1,1,1,0,0,2,1,1,1,2,1,0
SAB0781,0,0,3,1,3,1,0,0,0,0,3,1,3,1,0,0,0,0,14,4,13,4,0,0,0,0,2,1,1,1,0,0,0,0,0,0,1,1,0,0,0
IBM0671,0,0,2,1,2,1,0,0,0,0,2,1,2,1,0,0,0,0,17,6,12,4,0,0,0,0,3,1,2,1,0,0,0,0,1,1,2,1,0,0,0
GTD0219,4,1,4,1,3,1,5,1,4,1,3,1,3,1,5,1,18,8,17,3,15,1,22,7,4,1,3,1,2,1,4,1,4,1,2,1,3,1,5,1,1
CAH0936,3,1,0,0,0,0,4,1,2,1,0,0,0,0,4,1,9,9,0,0,0,0,10,9,1,1,4,1,1,1,1,1,1,1,2,1,2,1,1,1,1
AIP0982,0,0,3,1,3,1,0,0,0,0,3,1,3,1,0,0,0,0,27,27,27,27,0,0,0,0,3,1,2,1,0,0,0,0,1,1,2,1,0,0,0
JBD0616,0,0,9,4,9,5,0,0,0,0,9,4,9,5,0,0,0,0,5,1,6,1,0,0,0,0,2,1,2,1,0,0,0,0,1,1,2,1,0,0,0
RUM0880,0,0,3,1,5,1,2,1,0,0,3,1,5,1,2,1,0,0,15,1,18,1,10,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,0
SMY0792,0,0,2,1,3,1,0,0,0,0,2,1,3,1,0,0,0,0,11,1,12,3,0,0,0,0,3,1,2,1,0,0,0,0,1,1,3,1,0,0,0
KJJ0293,0,0,3,1,3,1,0,0,0,0,3,1,3,1,1,1,0,0,10,1,10,1,0,0,0,0,3,1,2,1,0,0,0,0,1,1,2,1,2,1,0
KKW0879,0,0,9,4,9,5,3,1,0,0,9,4,9,5,3,1,0,0,9,2,10,2,4,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,0,0,0
RVF0201,0,0,3,1,3,1,0,0,0,0,3,1,3,1,0,0,0,0,7,1,8,1,0,0,0,0,3,1,2,1,0,0,0,0,1,1,2,1,0,0,0
VFM0814,0,0,2,1,2,1,2,1,0,0,2,1,2,1,2,1,0,0,8,3,5,1,5,1,0,0,3,1,2,1,1,1,0,0,1,1,1,1,2,1,0
SBN0866,0,0,3,1,3,1,1,1,0,0,3,1,3,1,1,1,0,0,27,27,27,27,2,2,1,1,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0
DRR0162,0,0,7,1,7,1,0,0,0,0,7,1,7,1,0,0,0,0,8,1,5,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1
ESR0693,0,0,2,1,3,1,2,1,0,0,2,1,3,1,2,1,0,0,8,1,11,1,5,2,0,0,2,1,1,1,1,1,0,0,1,1,1,1,2,1,0
CWR0502,0,0,3,1,3,1,0,0,0,0,3,1,3,1,0,0,0,0,9,2,13,2,0,0,0,0,3,1,2,1,0,0,0,0,1,1,2,1,0,0,0
IKP0472,0,0,3,1,3,1,0,0,0,0,3,1,3,1,1,1,0,0,11,1,10,2,1,1,0,0,3,1,2,1,0,0,0,0,1,1,2,1,1,1,0
GKO0078,0,0,4,1,3,1,0,0,0,0,4,1,3,1,0,0,0,0,12,1,11,1,0,0,0,0,3,2,2,1,0,0,0,0,1,1,2,1,0,0,0
GNS0178,0,0,2,1,3,1,1,1,0,0,2,1,3,1,1,1,0,0,27,27,27,27,24,24,1,1,3,1,2,1,1,1,1,1,1,1,1,1,2,1,0
LOM0086,0,0,4,1,4,1,0,0,0,0,4,1,4,1,0,0,0,0,8,2,11,2,0,0,0,0,2,1,2,1,0,0,0,0,1,1,2,1,0,0,0
BBG0325,0,0,3,1,3,1,0,0,0,0,3,1,3,1,0,0,0,0,8,1,8,1,0,0,0,0,2,1,2,1,0,0,0,0,1,1,2,1,0,0,0
RKD0604,0,0,0,0,0,0,9,9,0,0,0,0,0,0,9,9,0,0,0,0,0,0,27,27,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1
JMK0099,0,0,2,1,3,1,0,0,0,0,2,1,3,1,0,0,0,0,13,1,11,7,0,0,0,0,3,1,2,1,0,0,0,0,1,1,2,1,0,0,0
DCH0843,6,6,5,1,0,0,6,6,5,5,5,1,0,0,6,6,5,5,11,11,0,0,9,9,1,1,2,1,0,0,1,1,1,1,1,1,0,0,2,1,1
WIF0691,0,0,8,2,10,5,9,1,0,0,8,2,10,4,9,1,0,0,27,6,27,18,25,2,0,0,2,1,2,1,1,1,0,0,1,1,1,1,2,1,0
DIW0118,0,0,5,1,3,1,0,0,0,0,5,1,3,1,0,0,0,0,11,1,10,1,0,0,0,0,3,1,2,1,0,0,0,0,1,1,2,1,0,0,0
USH0199,0,0,3,1,2,1,0,0,0,0,2,1,2,1,0,0,0,0,9,2,6,1,0,0,0,0,2,1,0,0,0,0,0,0,1,1,1,1,0,0,0
FKK0055,0,0,2,1,3,1,0,0,0,0,2,1,3,1,0,0,0,0,9,4,11,2,0,0,0,0,3,1,2,1,0,0,0,0,1,1,2,1,0,0,0
TAP0551,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,10,10,0,0,0,0,0,0,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,1,1
HMM0108,0,0,2,1,3,1,1,1,0,0,2,1,3,1,1,1,0,0,10,2,12,8,2,1,0,0,2,1,2,1,1,1,0,0,1,1,1,1,2,1,0
XAA0104,0,0,2,1,2,1,0,0,0,0,2,1,2,1,0,0,0,0,15,4,13,1,0,0,0,0,2,1,1,1,0,0,0,0,0,0,1,1,0,0,0
JTS0389,0,0,2,1,2,1,0,0,0,0,2,1,2,1,0,0,0,0,10,1,9,2,0,0,0,0,2,1,1,1,0,0,0,0,1,1,2,1,0,0,0
KMW0545,0,0,2,1,2,1,0,0,0,0,2,1,2,1,1,1,0,0,10,3,10,5,0,0,0,0,2,1,1,1,0,0,0,0,0,0,1,1,1,1,0
PSF0133,0,0,4,1,5,1,1,1,0,0,4,1,5,1,1,1,0,0,5,1,5,2,2,2,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1
CCL0068,0,0,6,1,5,1,0,0,0,0,6,1,5,1,1,1,0,0,9,1,7,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1
RNP0211,0,0,4,1,6,2,0,0,0,0,4,1,6,2,0,0,0,0,15,3,14,3,0,0,0,0,2,1,1,1,0,0,0,0,0,0,1,1,0,0,0
LDG0459,0,0,2,1,3,1,2,2,0,0,2,1,3,1,2,1,0,0,9,2,14,2,6,1,0,0,3,1,2,1,0,0,0,0,1,1,2,1,2,1,0
BMG0917,0,0,9,3,9,5,6,1,0,0,9,3,9,5,6,2,0,0,24,4,27,10,15,3,1,1,2,1,1,1,1,1,1,1,1,1,0,0,2,1,0
PNH0761,0,0,2,1,2,1,1,1,0,0,2,1,2,1,1,1,0,0,27,21,27,23,2,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,0
MLL0598,0,0,8,3,9,5,4,1,0,0,8,3,9,5,4,1,0,0,4,1,6,1,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
BTL0226,2,2,1,1,0,0,1,1,2,2,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,3,1,2,1,1,1,1,1,1,1,1,1,2,1,1
SBN0971,0,0,2,1,2,1,0,0,0,0,2,1,2,1,0,0,0,0,11,2,10,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0
BVC0790,0,0,4,1,4,1,1,1,0,0,4,1,4,1,2,1,0,0,9,1,13,1,5,1,1,1,3,1,2,1,1,1,1,1,2,1,1,1,2,1,0
ICH0294,0,0,3,1,4,1,0,0,0,0,3,1,4,1,1,1,0,0,14,1,14,7,1,1,0,0,2,1,1,1,1,1,0,0,1,1,2,1,2,1,0
DIB0285,0,0,3,1,5,1,1,1,0,0,3,1,4,1,1,1,0,0,5,1,6,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1
LCC0819,0,0,4,1,5,1,3,1,0,0,4,1,6,1,3,1,0,0,5,1,7,1,5,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1
MPM0220,4,1,11,5,10,4,7,1,4,1,11,5,10,4,7,1,18,4,33,13,34,14,20,9,4,1,4,1,3,1,5,1,4,1,2,1,4,1,5,1,1
JDB0169,0,0,9,4,9,3,0,0,0,0,9,4,9,4,0,0,0,0,27,10,27,7,0,0,0,0,2,1,1,1,0,0,0,0,0,0,1,1,0,0,0
MDH0580,0,0,5,1,4,1,2,1,0,0,5,1,4,1,2,1,0,0,5,1,6,1,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1
WXH0872,0,0,4,1,4,1,2,1,0,0,4,1,4,1,2,1,0,0,7,1,9,1,4,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,0
GCL0016,0,0,3,1,2,1,0,0,0,0,3,1,2,1,1,1,0,0,10,1,6,2,3,1,0,0,3,1,2,1,0,0,0,0,1,1,2,1,2,1,0
DAL0673,0,0,3,1,3,1,0,0,0,0,3,1,3,1,0,0,0,0,8,1,8,1,0,0,0,0,3,1,2,1,0,0,0,0,1,1,2,1,0,0,0
CEJ0109,0,0,4,1,5,1,1,1,0,0,4,1,5,1,1,1,0,0,5,1,7,1,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1
BAL0044,5,1,4,1,3,1,5,1,5,1,4,1,3,1,5,1,26,2,15,1,14,3,22,4,5,1,5,2,3,1,5,1,5,1,4,1,3,1,5,1,0
IUB0565,0,0,4,1,6,1,0,0,0,0,4,1,6,1,0,0,0,0,5,1,6,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1
AMR0318,0,0,3,1,2,1,1,1,0,0,2,1,2,1,1,1,0,0,9,1,7,1,0,0,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,0
CAB0614,0,0,3,1,4,1,0,0,0,0,3,1,4,1,0,0,0,0,11,3,10,1,0,0,0,0,3,1,2,1,0,0,0,0,2,1,2,1,0,0,0
EHD0584,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,7,1,0,0,0,0,0,0,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1
SNC0187,0,0,3,1,2,1,1,1,0,0,2,1,2,1,1,1,0,0,27,22,27,27,19,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
IBB0359,4,1,11,5,12,5,7,1,4,1,11,5,12,5,7,1,22,8,19,1,13,1,21,3,5,1,5,1,4,1,5,1,5,1,4,1,4,1,5,1,0
AJD0074,0,0,2,1,3,1,0,0,0,0,2,1,3,1,0,0,0,0,11,1,11,6,0,0,0,0,3,1,2,1,0,0,0,0,1,1,2,1,0,0,0
QJR0688,0,0,3,1,3,1,3,1,0,0,3,1,3,1,3,1,0,0,11,1,11,1,7,1,0,0,2,1,2,1,1,1,0,0,1,1,2,1,2,1,0
RDT0424,0,0,3,1,3,1,0,0,0,0,3,1,3,1,1,1,0,0,10,1,10,1,0,0,0,0,3,1,2,1,1,1,0,0,1,1,2,1,2,1,0
RLG0856,0,0,2,1,4,1,2,1,0,0,2,1,4,1,2,1,0,0,9,1,7,1,6,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0
MOS0047,4,1,6,1,8,1,5,1,4,1,6,1,8,1,5,1,18,8,17,1,13,1,26,3,4,1,5,2,3,1,5,1,4,1,3,1,3,1,5,1,1
RSM0277,0,0,3,1,3,1,0,0,0,0,3,1,3,1,0,0,0,0,7,1,10,1,0,0,0,0,3,2,2,1,0,0,0,0,1,1,2,1,0,0,0
IIW0249,0,0,9,4,9,5,5,1,0,0,9,4,10,5,5,1,0,0,5,1,8,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,0
HVF0067,0,0,4,1,4,1,0,0,0,0,4,1,4,1,1,1,0,0,13,1,13,3,1,1,0,0,2,1,2,1,1,1,0,0,1,1,2,1,2,1,0
HWW0436,0,0,3,1,4,1,2,1,0,0,3,1,4,1,2,1,0,0,10,1,11,2,7,1,1,1,3,1,2,1,1,1,1,1,2,1,2,1,1,1,0
MVB0515,0,0,3,1,3,1,0,0,0,0,3,1,3,1,0,0,0,0,14,2,15,8,0,0,0,0,2,1,3,1,0,0,0,0,1,1,3,1,0,0,0
IJM0444,0,0,3,1,3,1,0,0,0,0,3,1,3,1,0,0,0,0,16,8,15,6,0,0,1,1,3,1,2,1,1,1,1,1,2,1,2,1,0,0,0
CIM0271,0,0,3,1,4,1,0,0,0,0,3,1,4,1,0,0,0,0,12,1,11,1,0,0,0,0,3,1,2,1,0,0,0,0,1,1,2,1,0,0,0
KCO0122,0,0,3,1,4,1,4,1,0,0,3,1,4,1,4,1,0,0,9,1,13,1,11,1,1,1,3,1,2,1,2,1,1,1,1,1,1,1,2,1,0
NAF0326,0,0,4,1,5,1,0,0,0,0,4,1,5,1,0,0,0,0,14,2,14,2,0,0,0,0,4,1,2,1,0,0,0,0,2,1,3,1,0,0,0
KLH0596,0,0,0,0,0,0,9,9,0,0,0,0,0,0,9,9,0,0,0,0,0,0,27,27,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1
RMW0542,0,0,6,1,6,1,0,0,0,0,5,1,6,1,1,1,0,0,6,1,5,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1
JHP0583,0,0,4,1,4,1,2,1,0,0,4,1,4,1,2,1,0,0,10,1,12,1,7,1,1,1,3,1,2,1,2,1,1,1,1,1,1,1,3,1,0
QRM0739,0,0,9,4,9,5,0,0,0,0,9,4,9,5,0,0,0,0,27,9,27,10,0,0,0,0,2,1,1,1,0,0,0,0,1,1,2,1,0,0,0
ESH0283,0,0,2,1,3,1,2,2,0,0,1,1,3,1,2,1,0,0,27,27,27,27,27,27,0,0,2,1,1,1,1,1,0,0,1,1,1,1,2,1,0
